chr,start,end,arm,gc,map,filtered.bases
chr1,3000001,6000000,1p,0.478541,0.983118070407791,814
chr1,6000001,9000000,1p,0.480445666666667,0.981658890514428,0
chr1,9000001,12000000,1p,0.493429,0.982916843226618,0
chr1,12000001,15000000,1p,0.423787333333333,0.834766108201332,0
chr1,15000001,18000000,1p,0.487154666666667,0.940187019358942,373
chr1,18000001,21000000,1p,0.484246666666667,0.991036216866368,0
chr1,21000001,24000000,1p,0.474971,0.976377107499479,68
chr1,24000001,27000000,1p,0.475335,0.964067465748155,113
chr1,27000001,30000000,1p,0.452669333333333,0.977635599042046,71
chr1,30000001,33000000,1p,0.472024,0.981136048691997,308
chr1,33000001,36000000,1p,0.448925666666667,0.973243308686269,0
chr1,36000001,39000000,1p,0.469047333333333,0.984256742708535,63
chr1,39000001,42000000,1p,0.452664333333333,0.972233287260685,48
chr1,42000001,45000000,1p,0.452870666666667,0.981194568873495,754
chr1,45000001,48000000,1p,0.447147333333333,0.949602670025229,98
chr1,48000001,51000000,1p,0.412405333333333,0.961775144420164,0
chr1,51000001,54000000,1p,0.424281333333333,0.976939984359013,0
chr1,54000001,57000000,1p,0.442747333333333,0.979379879241548,0
chr1,57000001,60000000,1p,0.409514666666667,0.974537814448311,63
chr1,60000001,63000000,1p,0.399596333333333,0.970723223437138,0
chr1,63000001,66000000,1p,0.402442666666667,0.976586801381527,24
chr1,66000001,69000000,1p,0.390557333333333,0.967813544360127,711
chr1,69000001,72000000,1p,0.369745666666667,0.961858827808119,0
chr1,72000001,75000000,1p,0.351875666666667,0.976373874925476,0
chr1,75000001,78000000,1p,0.380989,0.963026746529341,134
chr1,78000001,81000000,1p,0.366149333333333,0.966758626419537,0
chr1,81000001,84000000,1p,0.364027666666667,0.933397112140531,215
chr1,84000001,87000000,1p,0.385013666666667,0.969595163535267,0
chr1,87000001,90000000,1p,0.386227,0.970299127844298,0
chr1,90000001,93000000,1p,0.397665666666667,0.964688811304385,437
chr1,93000001,96000000,1p,0.405207,0.967454682435825,0
chr1,96000001,99000000,1p,0.363756333333333,0.972702235341264,0
chr1,99000001,102000000,1p,0.378782333333333,0.972862958419034,153
chr1,102000001,105000000,1p,0.34424,0.909080466797357,14098
chr1,105000001,108000000,1p,0.352791666666667,0.971266043001883,0
chr1,108000001,111000000,1p,0.428969,0.937170400352439,995
chr1,111000001,114000000,1p,0.424352333333333,0.968698920270923,0
chr1,114000001,117000000,1p,0.408542666666667,0.971642320909111,0
chr1,117000001,120000000,1p,0.404043,0.955739057177704,0
chr1,126000001,129000000,1q,0,0,0
chr1,129000001,132000000,1q,0,0,0
chr1,132000001,135000000,1q,0,0,0
chr1,135000001,138000000,1q,0,0,0
chr1,138000001,141000000,1q,0,0,0
chr1,141000001,144000000,1q,0.137415666666667,0.39437133004169,12436
chr1,144000001,147000000,1q,0.355202666666667,0.612573032127726,262
chr1,147000001,150000000,1q,0.357674333333333,0.560805670777202,3262
chr1,150000001,153000000,1q,0.436254666666667,0.964541181234625,91
chr1,153000001,156000000,1q,0.464978,0.966834580911326,0
