chr,start,end,arm,gc,map,filtered.bases
chr1,2000001,4000000,1p,0.5186335,0.967292791114657,523
chr1,4000001,6000000,1p,0.4757445,0.981781015641413,291
chr1,6000001,8000000,1p,0.4984905,0.982238198578564,0
chr1,8000001,10000000,1p,0.473163,0.982501499636253,0
chr1,10000001,12000000,1p,0.4891585,0.982123902396753,0
chr1,12000001,14000000,1p,0.42005,0.753321617628052,0
chr1,14000001,16000000,1p,0.457546,0.984237943083535,0
chr1,16000001,18000000,1p,0.488817,0.916115401248506,373
chr1,18000001,20000000,1p,0.489467,0.992049236030892,0
chr1,20000001,22000000,1p,0.46717,0.975837955108213,0
chr1,22000001,24000000,1p,0.4821895,0.983232795409666,68
chr1,24000001,26000000,1p,0.4694805,0.954544628850392,113
chr1,26000001,28000000,1p,0.491316,0.980168820758246,0
chr1,28000001,30000000,1p,0.43121,0.977854496723415,71
chr1,30000001,32000000,1p,0.467008,0.980258054187447,228
chr1,32000001,34000000,1p,0.474861,0.979977140456932,80
chr1,34000001,36000000,1p,0.4395555,0.971321513502182,0
chr1,36000001,38000000,1p,0.470335,0.98459290576235,63
chr1,38000001,40000000,1p,0.4552575,0.977361404468955,48
chr1,40000001,42000000,1p,0.456975,0.972780734722526,0
chr1,42000001,44000000,1p,0.4446425,0.975978579244969,754
chr1,44000001,46000000,1p,0.4604595,0.977052078260833,0
chr1,46000001,48000000,1p,0.444925,0.943165200842284,98
chr1,48000001,50000000,1p,0.421143,0.963087171133328,0
chr1,50000001,52000000,1p,0.39629,0.965446665225984,0
chr1,52000001,54000000,1p,0.437597,0.979538856809453,0
chr1,54000001,56000000,1p,0.4623025,0.980255845487007,0
chr1,56000001,58000000,1p,0.4040175,0.983409781878163,0
chr1,58000001,60000000,1p,0.412073,0.967210913169619,63
chr1,60000001,62000000,1p,0.391245,0.966493896158537,0
chr1,62000001,64000000,1p,0.402698,0.976073304196037,0
chr1,64000001,66000000,1p,0.4091155,0.978397836873424,24
chr1,66000001,68000000,1p,0.383595,0.960436105069409,0
chr1,68000001,70000000,1p,0.387879,0.967973252937725,711
chr1,70000001,72000000,1p,0.3689805,0.966099200245234,0
chr1,72000001,74000000,1p,0.3494025,0.97706269918333,0
chr1,74000001,76000000,1p,0.36488,0.964761328237078,0
chr1,76000001,78000000,1p,0.3850145,0.967276904761817,134
chr1,78000001,80000000,1p,0.37251,0.969579111922664,0
chr1,80000001,82000000,1p,0.3567295,0.967822970345571,0
chr1,82000001,84000000,1p,0.366026,0.912831525571866,215
chr1,84000001,86000000,1p,0.388735,0.981350742208437,0
chr1,86000001,88000000,1p,0.3861395,0.955840270873001,0
chr1,88000001,90000000,1p,0.3819865,0.97265042398791,0
chr1,90000001,92000000,1p,0.3924585,0.959966943009046,362
chr1,92000001,94000000,1p,0.398459,0.966459883274586,75
chr1,94000001,96000000,1p,0.4133915,0.971788414326682,0
chr1,96000001,98000000,1p,0.369175,0.967143337171441,0
chr1,98000001,100000000,1p,0.3610155,0.973214275276204,0
chr1,100000001,102000000,1p,0.3836175,0.977990178192802,153
chr1,102000001,104000000,1p,0.3405735,0.926316946313413,245
chr1,104000001,106000000,1p,0.348606,0.917145526307,13853
chr1,106000001,108000000,1p,0.356368,0.977488626360097,0
chr1,108000001,110000000,1p,0.4082515,0.918490544261229,771
chr1,110000001,112000000,1p,0.441399,0.97343487093896,224
chr1,112000001,114000000,1p,0.4303315,0.966878565734853,0
chr1,114000001,116000000,1p,0.404011,0.968683587209181,0
chr1,116000001,118000000,1p,0.421902,0.963970364309479,0
chr1,118000001,120000000,1p,0.3929655,0.958418115611564,0
chr1,126000001,128000000,1q,0,0,0
chr1,128000001,130000000,1q,0,0,0
chr1,130000001,132000000,1q,0,0,0
chr1,132000001,134000000,1q,0,0,0
chr1,134000001,136000000,1q,0,0,0
chr1,136000001,138000000,1q,0,0,0
chr1,138000001,140000000,1q,0,0,0
chr1,140000001,142000000,1q,0,0,0
chr1,142000001,144000000,1q,0.2061235,0.39437133004169,12436
chr1,144000001,146000000,1q,0.346902,0.593167008598143,262
chr1,146000001,148000000,1q,0.3971565,0.662712020415949,57
chr1,148000001,150000000,1q,0.325257,0.486592461576778,3205
chr1,150000001,152000000,1q,0.4473325,0.978526124455081,91
chr1,152000001,154000000,1q,0.434677,0.952558695486757,0
chr1,154000001,156000000,1q,0.4698395,0.965978823277088,0
chr1,156000001,158000000,1q,0.463676,0.976454915624116,75
chr1,158000001,160000000,1q,0.399887,0.94709499833738,0
chr1,160000001,162000000,1q,0.4435505,0.932774604938099,0
chr1,162000001,164000000,1q,0.393505,0.966310780867551,0
chr1,164000001,166000000,1q,0.408134,0.973400482988477,0
chr1,166000001,168000000,1q,0.410031,0.970965784807812,63
chr1,168000001,170000000,1q,0.3928355,0.970010989221137,372
chr1,170000001,172000000,1q,0.388001,0.965890926825161,0
chr1,172000001,174000000,1q,0.388585,0.959195928397411,161
chr1,174000001,176000000,1q,0.4059505,0.956806462234729,0
chr1,176000001,178000000,1q,0.399707,0.966069303058085,0
chr1,178000001,180000000,1q,0.403333,0.970715713911465,0
chr1,180000001,182000000,1q,0.4224455,0.973146529811015,0
chr1,182000001,184000000,1q,0.415346,0.981839227385754,50
chr1,184000001,186000000,1q,0.388014,0.964305899525787,0
chr1,186000001,188000000,1q,0.3620995,0.966794431967356,0
chr1,188000001,190000000,1q,0.3412005,0.973327296047436,0
chr1,190000001,192000000,1q,0.3397585,0.982472231471598,0
chr1,192000001,194000000,1q,0.363697,0.972522775705354,0
chr1,194000001,196000000,1q,0.3431655,0.977410824108885,0
chr1,196000001,198000000,1q,0.3560755,0.951089107193226,0
chr1,198000001,200000000,1q,0.36572,0.977452849364653,0
chr1,200000001,202000000,1q,0.4548125,0.985005236638735,2672
chr1,202000001,204000000,1q,0.459769,0.959773341561498,0
chr1,204000001,206000000,1q,0.45601,0.987147479353796,0
chr1,206000001,208000000,1q,0.3772135,0.891868919228812,0
chr1,208000001,210000000,1q,0.426186,0.986542143124842,73
chr1,210000001,212000000,1q,0.414828,0.966756215894264,420
chr1,212000001,214000000,1q,0.4198795,0.969758154457826,0
chr1,214000001,216000000,1q,0.389416,0.983469871221497,0
chr1,216000001,218000000,1q,0.370303,0.98164849243392,0
chr1,218000001,220000000,1q,0.381543,0.975776278551172,0
chr1,220000001,222000000,1q,0.3950865,0.976288697498953,36
chr1,222000001,224000000,1q,0.411812,0.939052606562135,213
chr1,224000001,226000000,1q,0.414299,0.92096652742036,4861
chr1,226000001,228000000,1q,0.4452145,0.976189469052883,81
chr1,228000001,230000000,1q,0.4705365,0.955833917480401,0
chr1,230000001,232000000,1q,0.4347285,0.982791507343943,193
chr1,232000001,234000000,1q,0.4114825,0.980041564858266,23
chr1,234000001,236000000,1q,0.417685,0.974693679001581,0
chr1,236000001,238000000,1q,0.411602,0.977342427199544,456
chr1,238000001,240000000,1q,0.375138,0.981155925401796,5786
chr1,240000001,242000000,1q,0.3961935,0.986720227306788,0
chr1,242000001,244000000,1q,0.40081,0.88059624695367,131
chr1,244000001,246000000,1q,0.431155,0.979699981464255,0
chr1,246000001,248000000,1q,0.4145725,0.957993740037392,880
chr2,2000001,4000000,2p,0.443557,0.972535377634557,0
chr2,4000001,6000000,2p,0.37376,0.970564365730494,47
chr2,6000001,8000000,2p,0.405867,0.990452759145606,0
chr2,8000001,10000000,2p,0.4430195,0.982601458575745,0
chr2,10000001,12000000,2p,0.4663255,0.979775556441823,0
chr2,12000001,14000000,2p,0.3847855,0.97018883222117,0
chr2,14000001,16000000,2p,0.3941605,0.971520957642935,0
chr2,16000001,18000000,2p,0.396512,0.980058239940311,51
chr2,18000001,20000000,2p,0.399984,0.96183241038623,0
chr2,20000001,22000000,2p,0.4180435,0.977045414974319,123
chr2,22000001,24000000,2p,0.4072855,0.976719439430282,0
chr2,24000001,26000000,2p,0.432901,0.978448453053091,271
chr2,26000001,28000000,2p,0.4637235,0.983785558180134,0
chr2,28000001,30000000,2p,0.4312315,0.986820725431803,0
chr2,30000001,32000000,2p,0.427881,0.973402948766256,0
chr2,32000001,34000000,2p,0.400644,0.973787340280101,488
chr2,34000001,36000000,2p,0.3667435,0.965014145276487,0
chr2,36000001,38000000,2p,0.39372,0.970552396558942,105
chr2,38000001,40000000,2p,0.4100595,0.978014903336344,0
chr2,40000001,42000000,2p,0.3694985,0.971367308787173,0
chr2,42000001,44000000,2p,0.437356,0.97916136968001,0
chr2,44000001,46000000,2p,0.413447,0.981175686921391,0
chr2,46000001,48000000,2p,0.4476565,0.985987351279612,0
chr2,48000001,50000000,2p,0.392743,0.969465050297774,0
chr2,50000001,52000000,2p,0.356403,0.983467531872133,707
chr2,52000001,54000000,2p,0.367456,0.973510921007955,0
chr2,54000001,56000000,2p,0.402408,0.982475708055707,83
chr2,56000001,58000000,2p,0.3681015,0.950382093160574,0
chr2,58000001,60000000,2p,0.369736,0.972567854216505,229
chr2,60000001,62000000,2p,0.4162495,0.976159586885113,67
chr2,62000001,64000000,2p,0.3972465,0.96648087665806,714
chr2,64000001,66000000,2p,0.4219595,0.982834206271591,58
chr2,66000001,68000000,2p,0.389229,0.955804364958541,49
chr2,68000001,70000000,2p,0.406737,0.980419775855886,0
chr2,70000001,72000000,2p,0.444632,0.969505958877073,182
chr2,72000001,74000000,2p,0.4246825,0.960190849456932,0
chr2,74000001,76000000,2p,0.430945,0.971963929862015,0
chr2,76000001,78000000,2p,0.357763,0.947277955858555,0
chr2,78000001,80000000,2p,0.3652225,0.969540823240242,271
chr2,80000001,82000000,2p,0.374181,0.981230412080837,242
chr2,82000001,84000000,2p,0.3528145,0.978325329366534,106
chr2,84000001,86000000,2p,0.424608,0.970199650869368,0
chr2,86000001,88000000,2p,0.4237725,0.739941132020984,810
chr2,88000001,90000000,2p,0.36928,0.776665519762308,48451
chr2,90000001,92000000,2p,0.1897365,0.515474510346329,46344
