chr,start,end,arm,gc,map,filtered.bases
chr1,4500001,9000000,1p,0.478119777777778,0.982324039038626,0
chr1,9000001,13500000,1p,0.469027555555556,0.918088979215959,0
chr1,13500001,18000000,1p,0.467219777777778,0.924085507157409,373
chr1,18000001,22500000,1p,0.479607555555556,0.981961631809579,0
chr1,22500001,27000000,1p,0.476760888888889,0.972358894933089,181
chr1,27000001,31500000,1p,0.458219777777778,0.97831811779864,299
chr1,31500001,36000000,1p,0.457526222222222,0.976359433510421,80
chr1,36000001,40500000,1p,0.464127111111111,0.978809292536159,111
chr1,40500001,45000000,1p,0.452261111111111,0.979647106692318,754
chr1,45000001,49500000,1p,0.443233777777778,0.955362417125795,98
chr1,49500001,54000000,1p,0.412655555555556,0.970182782077142,0
chr1,54000001,58500000,1p,0.429975555555556,0.981984716492247,63
chr1,58500001,63000000,1p,0.404596666666667,0.967775894925751,0
chr1,63000001,67500000,1p,0.393584666666667,0.970423326434504,24
chr1,67500001,72000000,1p,0.381579111111111,0.967082789265345,711
chr1,72000001,76500000,1p,0.359741333333333,0.968433678676364,134
chr1,76500001,81000000,1p,0.372934666666667,0.969005819906539,0
chr1,81000001,85500000,1p,0.371554444444445,0.949747226614731,215
chr1,85500001,90000000,1p,0.385291111111111,0.965780375731999,0
chr1,90000001,94500000,1p,0.399519777777778,0.963333929492465,437
chr1,94500001,99000000,1p,0.378232888888889,0.973229889895185,0
chr1,99000001,103500000,1p,0.369039333333333,0.970057039624597,398
chr1,103500001,108000000,1p,0.34817,0.932341312985557,13853
chr1,108000001,112500000,1p,0.425914,0.9504770753103,995
chr1,112500001,117000000,1p,0.415328666666667,0.967864019044681,0
chr1,117000001,121500000,1p,0.387189333333333,0.879476260121241,131932
chr1,126000001,130500000,1q,0,0,0
chr1,130500001,135000000,1q,0,0,0
chr1,135000001,139500000,1q,0,0,0
chr1,139500001,144000000,1q,0.0916104444444444,0.39437133004169,12436
chr1,144000001,148500000,1q,0.350586888888889,0.604095939059034,319
chr1,148500001,153000000,1q,0.415500888888889,0.832877904424561,3296
chr1,153000001,157500000,1q,0.470770666666667,0.969963529810967,75
chr1,157500001,162000000,1q,0.420154,0.944070421418625,0
chr1,162000001,166500000,1q,0.401908222222222,0.965380422314275,0
chr1,166500001,171000000,1q,0.395319777777778,0.973125922631207,435
chr1,171000001,175500000,1q,0.394212222222222,0.958567382139303,161
chr1,175500001,180000000,1q,0.404151777777778,0.969311327276028,0
chr1,180000001,184500000,1q,0.416790888888889,0.976803387561701,50
chr1,184500001,189000000,1q,0.365071555555556,0.96764562409111,0
chr1,189000001,193500000,1q,0.348191333333333,0.977088974280207,0
chr1,193500001,198000000,1q,0.350747111111111,0.964199046607609,0
chr1,198000001,202500000,1q,0.415870888888889,0.974286351323103,2672
chr1,202500001,207000000,1q,0.433231777777778,0.953049164890565,0
chr1,207000001,211500000,1q,0.415509333333333,0.96903290778063,246
chr1,211500001,216000000,1q,0.408203333333333,0.976195899707315,247
chr1,216000001,220500000,1q,0.377749555555556,0.975738976102331,36
chr1,220500001,225000000,1q,0.410010222222222,0.94155525247543,5074
