chr,start,end,arm,gc,map,filtered.bases
chr1,1500001,3000000,1p,0.548588,0.939168444732253,97
chr1,3000001,4500000,1p,0.483614,0.982522198025129,814
chr1,4500001,6000000,1p,0.473468,0.983654336087021,0
chr1,6000001,7500000,1p,0.501904,0.981917954287139,0
chr1,7500001,9000000,1p,0.458987333333333,0.981399826741717,0
chr1,9000001,10500000,1p,0.483034,0.982039207425052,0
chr1,10500001,12000000,1p,0.503824,0.983794479028185,0
chr1,12000001,13500000,1p,0.420224666666667,0.774016600604789,0
chr1,13500001,15000000,1p,0.42735,0.891325633386164,0
chr1,15000001,16500000,1p,0.493580666666667,0.983538106889905,27
chr1,16500001,18000000,1p,0.480728666666667,0.895339551205574,346
chr1,18000001,19500000,1p,0.493362,0.994253024047168,0
chr1,19500001,21000000,1p,0.475131333333333,0.987819409685569,0
chr1,21000001,22500000,1p,0.470329333333333,0.963812461696,0
chr1,22500001,24000000,1p,0.479612666666667,0.988941753302958,68
chr1,24000001,25500000,1p,0.470699333333333,0.977421419230702,113
chr1,25500001,27000000,1p,0.479970666666667,0.950713512265608,0
chr1,27000001,28500000,1p,0.478437333333333,0.976701876162741,71
chr1,28500001,30000000,1p,0.426901333333333,0.978651963903378,0
chr1,30000001,31500000,1p,0.469320666666667,0.979652642890797,228
chr1,31500001,33000000,1p,0.474727333333333,0.982591683158723,80
chr1,33000001,34500000,1p,0.462612,0.976171636254969,0
chr1,34500001,36000000,1p,0.435239333333333,0.97031498111757,0
chr1,36000001,37500000,1p,0.47012,0.988205004302014,63
chr1,37500001,39000000,1p,0.467974666666667,0.980308481115057,0
chr1,39000001,40500000,1p,0.454286666666667,0.967914392191405,48
chr1,40500001,42000000,1p,0.451042,0.976552182329965,0
chr1,42000001,43500000,1p,0.43767,0.978616920994496,754
chr1,43500001,45000000,1p,0.468071333333333,0.983772216752494,0
chr1,45000001,46500000,1p,0.442774666666667,0.963302327974723,0
chr1,46500001,48000000,1p,0.45152,0.935903012075735,98
chr1,48000001,49500000,1p,0.435406666666667,0.966881911326927,0
chr1,49500001,51000000,1p,0.389404,0.9566683775134,0
chr1,51000001,52500000,1p,0.403068,0.975753247134128,0
chr1,52500001,54000000,1p,0.445494666666667,0.978126721583898,0
chr1,54000001,55500000,1p,0.47688,0.98048543504426,0
chr1,55500001,57000000,1p,0.408614666666667,0.978274323438836,0
chr1,57000001,58500000,1p,0.404432,0.987194390993645,63
chr1,58500001,60000000,1p,0.414597333333333,0.961881237902977,0
chr1,60000001,61500000,1p,0.389779333333333,0.956852682353964,0
chr1,61500001,63000000,1p,0.409413333333333,0.984593764520311,0
chr1,63000001,64500000,1p,0.397022,0.978920743400122,0
chr1,64500001,66000000,1p,0.407863333333333,0.974252859362932,24
chr1,66000001,67500000,1p,0.375868666666667,0.958096376540457,0
chr1,67500001,69000000,1p,0.405246,0.977530712179797,711
chr1,69000001,70500000,1p,0.365483333333333,0.953753580823349,0
chr1,70500001,72000000,1p,0.374008,0.969964074792889,0
chr1,72000001,73500000,1p,0.349522666666667,0.978214670122966,0
chr1,73500001,75000000,1p,0.354228666666667,0.974533079727986,0
chr1,75000001,76500000,1p,0.375472666666667,0.95255328617814,134
chr1,76500001,78000000,1p,0.386505333333333,0.973500206880542,0
chr1,78000001,79500000,1p,0.3777,0.969478159373937,0
chr1,79500001,81000000,1p,0.354598666666667,0.964039093465137,0
chr1,81000001,82500000,1p,0.361683333333333,0.980600020996944,0
chr1,82500001,84000000,1p,0.366372,0.886194203284117,215
chr1,84000001,85500000,1p,0.386608,0.982447455563132,0
chr1,85500001,87000000,1p,0.383419333333333,0.956742871507401,0
chr1,87000001,88500000,1p,0.390054666666667,0.974121914941072,0
chr1,88500001,90000000,1p,0.382399333333333,0.966476340747524,0
chr1,90000001,91500000,1p,0.39159,0.969772141392582,0
chr1,91500001,93000000,1p,0.403741333333333,0.959605481216188,437
chr1,93000001,94500000,1p,0.403228,0.960624165868625,0
chr1,94500001,96000000,1p,0.407186,0.974285199003024,0
chr1,96000001,97500000,1p,0.372511333333333,0.967469857716788,0
chr1,97500001,99000000,1p,0.355001333333333,0.977934612965741,0
chr1,99000001,100500000,1p,0.373571333333333,0.96877345564574,153
chr1,100500001,102000000,1p,0.383993333333333,0.976952461192328,0
chr1,102000001,103500000,1p,0.349553333333333,0.964445202035725,245
chr1,103500001,105000000,1p,0.338926666666667,0.851804667230647,13853
chr1,105000001,106500000,1p,0.345744,0.959920280816998,0
chr1,106500001,108000000,1p,0.359839333333333,0.982611805186769,0
chr1,108000001,109500000,1p,0.394333333333333,0.897314810528983,658
chr1,109500001,111000000,1p,0.463604666666667,0.977025990175894,337
chr1,111000001,112500000,1p,0.419804,0.977090425226024,0
chr1,112500001,114000000,1p,0.428900666666667,0.960307415315821,0
chr1,114000001,115500000,1p,0.401386666666667,0.968275439044148,0
chr1,115500001,117000000,1p,0.415698666666667,0.975009202774074,0
chr1,117000001,118500000,1p,0.419325333333333,0.959446530708457,0
chr1,118500001,120000000,1p,0.388760666666667,0.952031583646951,0
chr1,120000001,121500000,1p,0.353482,0.701470576433948,131932
chr1,126000001,127500000,1q,0,0,0
chr1,127500001,129000000,1q,0,0,0
chr1,129000001,130500000,1q,0,0,0
chr1,130500001,132000000,1q,0,0,0
chr1,132000001,133500000,1q,0,0,0
chr1,133500001,135000000,1q,0,0,0
chr1,135000001,136500000,1q,0,0,0
chr1,136500001,138000000,1q,0,0,0
chr1,138000001,139500000,1q,0,0,0
chr1,139500001,141000000,1q,0,0,0
chr1,141000001,142500000,1q,0,0,0
chr1,142500001,144000000,1q,0.274831333333333,0.39437133004169,12436
chr1,144000001,145500000,1q,0.333019333333333,0.547591547316537,242
chr1,145500001,147000000,1q,0.377386,0.670328847990377,20
chr1,147000001,148500000,1q,0.341355333333333,0.586252318114991,57
chr1,148500001,150000000,1q,0.373993333333333,0.537777937349456,3205
chr1,150000001,151500000,1q,0.447172666666667,0.977766259229055,91
chr1,151500001,153000000,1q,0.425336666666667,0.951316103240196,0
chr1,153000001,154500000,1q,0.455516,0.969993844779341,0
chr1,154500001,156000000,1q,0.47444,0.963675317043312,0
chr1,156000001,157500000,1q,0.482356,0.976221427610249,75
chr1,157500001,159000000,1q,0.395268,0.956169022323154,0
chr1,159000001,160500000,1q,0.424297333333333,0.958987042527581,0
chr1,160500001,162000000,1q,0.440896666666667,0.917055199405141,0
